# Frequency	Jx+	Jx-	Jy+	Jy-	Jz+	Jz-
435.2925683703	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
436.0616365123	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
436.8307046543	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
437.5997727963	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
438.3688409383	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
439.1379090803	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
439.9069772223	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
440.6760453643	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
441.4451135063	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
442.2141816483	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
442.9832497903	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
443.7523179323	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
444.5213860743	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
445.2904542163	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
446.0595223583	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
446.8285905003	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
447.5976586423	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
448.3667267843	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
449.1357949263	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
449.9048630682	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
450.6739312102	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
451.4429993522	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
452.2120674942	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
452.9811356362	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
453.7502037782	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
454.5192719202	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
455.2883400622	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
456.0574082042	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
456.8264763462	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
457.5955444882	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
458.3646126302	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
459.1336807722	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
459.9027489142	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
460.6718170562	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
461.4408851982	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
